公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-07,36.25,36.25,36.25,36.25,22224.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-08,39.88,39.88,39.88,39.88,23611.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-09,43.87,43.87,43.87,43.87,90704.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-10,48.26,48.26,48.26,48.26,172600.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-13,53.09,53.09,53.09,53.09,112279.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-14,55.88,55.88,47.78,47.78,3564800.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-15,44.11,45.67,43.51,43.74,9035374.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-16,42.06,43.7,41.61,42.18,5451109.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-17,42.18,44.72,41.5,42.65,6053252.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-20,41.88,42.8,40.52,42.09,4977570.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-21,41.46,43.6,40.95,42.9,4676455.0
10011343,90_300826,C300826,300826,测绘股份,300826,Norm,CNE100003SX3,2020-04-22,42.77,42.77,41.15,41.41,3853248.0
