公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-09,34.21,34.21,34.21,34.21,20661.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-10,37.63,37.63,37.63,37.63,8500.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-11,41.39,41.39,41.39,41.39,55195.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-14,45.53,45.53,45.53,45.53,73713.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-15,50.08,50.08,50.08,50.08,89725.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-16,55.09,55.09,55.09,55.09,98871.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-17,60.6,60.6,60.6,60.6,196587.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-18,66.66,66.66,66.66,66.66,311615.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-21,73.33,73.33,73.33,73.33,176218.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-22,80.66,80.66,80.66,80.66,259098.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-23,88.73,88.73,88.73,88.73,268867.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-24,97.6,97.6,97.6,97.6,590152.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-25,107.36,107.36,107.36,107.36,2535836.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-28,118.1,118.1,118.1,118.1,2113519.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-29,129.91,129.91,129.91,129.91,4196101.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-30,135.09,135.57,119.3,120.37,72523591.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-05-31,124.2,132.34,116.03,129.7,42738509.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-01,126.11,134.87,124.5,132.87,32630686.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-04,136.39,138.87,119.58,120.9,36227220.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-05,118.0,121.72,113.99,119.78,26763623.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-06,118.1,124.44,117.06,124.06,25913717.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-07,123.0,123.6,118.85,119.03,18632920.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-08,117.08,121.44,116.01,118.46,17894569.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-11,115.76,116.64,107.0,108.12,25019713.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-12,109.61,111.3,106.13,109.8,17399563.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-13,108.5,111.8,106.71,107.98,16810346.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-14,105.0,108.62,99.28,100.26,24191241.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-15,100.66,102.44,99.06,100.53,15404365.0
262958,83_603259,C603259,603259,药明康德,603259,Norm,CNE1000031K4,2018-06-19,97.75,102.36,95.58,98.94,17835774.0
